scene,model,model_key,capability_label,condition,oa_mean,oa_std,macro_f1_mean,macro_f1_std,balanced_accuracy_mean,balanced_accuracy_std,worst_class_recall_mean,worst_class_recall_std,nll_mean,nll_std,brier_mean,brier_std,ece_15bin_mean,ece_15bin_std,label_flip_rate_mean,label_flip_rate_std,nominal_correct_to_shifted_wrong_rate_all_mean,nominal_correct_to_shifted_wrong_rate_all_std,macro_f1_drop_pp
LongKou,SSResNet-3x3,ssresnet3x3,standard-capability,local_mid25_center_plus_2p2_nm,0.9455049045769919,0.012964695977218714,0.8834329988504834,0.011331866616300878,0.9362881197620622,0.01018825107869819,0.7992678369816096,0.04277856061900509,0.21258957916668572,0.07618225287871981,0.09074698692816638,0.024800719289939245,0.035729542245610285,0.013545551540975146,0.039479544325229585,0.01294394508626695,0.03297384839059941,0.012567242524195362,4.634035489943777
LongKou,SSResNet-3x3,ssresnet3x3,standard-capability,fwhm_12_nm,0.957623718644754,0.00920327159927167,0.8890297379997779,0.017881622643300236,0.9234999300736868,0.010808725237091343,0.64593735814798,0.040994360072176605,0.16309790800731366,0.038246447614520715,0.0694826422458448,0.015389188888189692,0.025448562076522803,0.006223047393529831,0.02634484789370043,0.010401501059494268,0.01978946206084252,0.009042978432459913,4.074361575014329
LongKou,SSResNet-3x3,ssresnet3x3,standard-capability,fwhm_18_nm,0.9683088871303163,0.008111417098880445,0.9152643798622219,0.02570095206657469,0.9198303040878602,0.03541154729160821,0.7457042455110013,0.13039742292108217,0.11254440082302024,0.028196633136526657,0.05048459943619821,0.01234450872196818,0.01689849991388321,0.004377521718653711,0.023799620884480188,0.011766029839277653,0.013427314721092442,0.008908043072785258,1.450897388769934
LongKou,SpectralFormer-3x3,spectralformer3x3,standard-capability,nominal,0.9588622853672453,0.009022681383011164,0.8978991721588914,0.02163015579943532,0.9368153242360762,0.012971281518311513,0.7698642137538327,0.07501461123972854,0.1469056526482708,0.02559426926096148,0.0648806380665308,0.012402178224493207,0.01831338403763524,0.005682012973848679,0.0,0.0,0.0,0.0,0.0
LongKou,SpectralFormer-3x3,spectralformer3x3,standard-capability,global_center_minus_1p1_nm,0.9642858457404715,0.007176212757401619,0.9115316426285569,0.020332577110407812,0.9231222991961449,0.010845166715763669,0.7320192728865528,0.06270625987796033,0.13303690797030354,0.01758424400300956,0.05640432213774331,0.009586975469370996,0.014691037509318872,0.0043206743816647745,0.021561735097631447,0.0017120034417261948,0.006910576586856102,0.0021392431186467655,-1.3632470469665536
LongKou,SpectralFormer-3x3,spectralformer3x3,standard-capability,global_center_plus_1p1_nm,0.9356018918968658,0.005764559508210671,0.8650663598801749,0.01578841457841567,0.9287728432473795,0.010959647128331786,0.7862282838486429,0.07217779210502102,0.2282781375295706,0.01952259089491645,0.10328248646792278,0.006437778815350136,0.0350059883827767,0.006051589554935507,0.03155492574120765,0.004494689940123253,0.026344847893700424,0.004362789809788589,3.2832812278716483
LongKou,SpectralFormer-3x3,spectralformer3x3,standard-capability,global_center_minus_2p2_nm,0.953731343283582,0.005690868395822369,0.8885826903508697,0.01463663121967532,0.8796858910865375,0.015045337629602393,0.6237796596003172,0.07661647346814379,0.17231867124619166,0.006604862479108021,0.07345319461318742,0.006776009479217841,0.02118541983829996,0.006210779358859278,0.04293759316855918,0.005721710565635086,0.021578298397040695,0.007637039114292843,0.9316481808021693
LongKou,SpectralFormer-3x3,spectralformer3x3,standard-capability,global_center_plus_2p2_nm,0.895349393599205,0.005325987239246686,0.8289773279356629,0.00946273655957514,0.9063890294898236,0.007713633027161417,0.7425237452036119,0.04705660092069565,0.38842237553006387,0.048344842781294035,0.1716277488379901,0.010733611554058355,0.06487188967845373,0.011239429393093163,0.07688315512450081,0.013408801683412094,0.06808988350479415,0.013502178837397995,6.892184422322845
LongKou,SpectralFormer-3x3,spectralformer3x3,standard-capability,global_center_minus_4p4_nm,0.9011336658262327,0.019713592419352475,0.7623591888911169,0.042781121082449025,0.755373920699443,0.02798299591936875,0.15164835164835164,0.11031383383117574,0.391848284038817,0.08440782936320651,0.16020740058995453,0.030496348642289162,0.05683868102300005,0.01637763866225075,0.10010490089625854,0.019904236304131906,0.07303862929495557,0.022549385706356062,13.55399832677745
LongKou,SpectralFormer-3x3,spectralformer3x3,standard-capability,global_center_plus_4p4_nm,0.7845243572519645,0.03153508151724789,0.7440639070135331,0.019826244547651986,0.8225826018288123,0.029335841548574396,0.4715062243878189,0.12171944622491294,0.8765891464583593,0.21068412220066662,0.36069679630488344,0.061510163420870685,0.1502385329210313,0.03698759003347761,0.1939028654507978,0.039897240224508405,0.17977805178791617,0.040278573884580685,15.383526514535827
LongKou,SpectralFormer-3x3,spectralformer3x3,standard-capability,local_mid25_center_minus_2p2_nm,0.9586046340431013,0.0076653936644657085,0.899017790559237,0.021674829750733222,0.9136485455708463,0.011447717893510656,0.6832238282961016,0.07716346866998301,0.15323652557434336,0.01960468175163373,0.06544764766437447,0.010482915051468589,0.018625020602663526,0.004670815493990366,0.02625651029685113,0.0026984098760468264,0.011551981154646005,0.0028075967208260476,-0.11186184003456612
LongKou,SpectralFormer-3x3,spectralformer3x3,standard-capability,local_mid25_center_plus_2p2_nm,0.9251706940022452,0.007073917726031822,0.8576322387581241,0.011099224202657444,0.920654430561531,0.00840994243537065,0.8016458669590876,0.03802189450175648,0.26548271786208877,0.038361222975298065,0.12074523117978815,0.011021498682098363,0.04148179682255741,0.008777726221583515,0.04565029353847286,0.006457553086276217,0.03819128770451074,0.007126326881045217,4.026693340076726
