geometry,band_count,spacing_nm,effective_fwhm_nm,shift_nm,absolute_shift_over_spacing,absolute_shift_over_fwhm,scene,model,model_key,direction,nominal_macro_f1_mean,shifted_macro_f1_mean,paired_macro_f1_drop_mean,paired_macro_f1_drop_std,ece_change_shifted_minus_nominal_mean,label_flip_rate_mean,correct_to_wrong_rate_mean,wrong_to_correct_rate_mean,low_capability_nominal_below_0p70
coarse_broad,46,11.911111111111111,18.0,-2.2,0.18470149253731344,0.12222222222222223,HanChuan,SpectralFormer-3x3,spectralformer3x3,minus,0.7245560491846144,0.6812245894310678,0.043331459753546575,0.00749463935067353,0.015604832743884325,0.08418707273845263,0.040131659854595436,0.023192389771042068,False
coarse_broad,46,11.911111111111111,18.0,2.2,0.18470149253731344,0.12222222222222223,HanChuan,SpectralFormer-3x3,spectralformer3x3,plus,0.7245560491846144,0.6951041491308054,0.029451900053808912,0.014061844816389132,0.014625899088802241,0.07649148189676999,0.04138170506745759,0.017599016168119506,False
coarse_broad,46,11.911111111111111,18.0,-2.2,0.18470149253731344,0.12222222222222223,HongHu,Linear,linear,minus,0.5407208730430542,0.43553027778993103,0.10519059525312309,0.0016045549540330212,-0.06621733496975789,0.238140649381392,0.146070716000715,0.027751126827925042,True
coarse_broad,46,11.911111111111111,18.0,2.2,0.18470149253731344,0.12222222222222223,HongHu,Linear,linear,plus,0.5407208730430542,0.4679311483480519,0.0727897246950022,0.002596200532136797,-0.06737530491110373,0.16119943767300976,0.06764059382503128,0.04033971506833432,True
coarse_broad,46,11.911111111111111,18.0,-2.2,0.18470149253731344,0.12222222222222223,HongHu,MLP,mlp,minus,0.6184223491434435,0.5068277191468902,0.11159462999655348,0.0070381221374368405,0.06662675849830071,0.26463958414856253,0.16865075339256125,0.03594254989202742,True
coarse_broad,46,11.911111111111111,18.0,2.2,0.18470149253731344,0.12222222222222223,HongHu,MLP,mlp,plus,0.6184223491434435,0.5522427258860302,0.0661796232574134,0.007111853986862073,0.05104810109494975,0.1577047010343145,0.07431122190176669,0.0345676507388996,True
coarse_broad,46,11.911111111111111,18.0,-2.2,0.18470149253731344,0.12222222222222223,HongHu,CNN-1D,cnn1d,minus,0.6044170813817995,0.5253565160824623,0.07906056529933721,0.008349854184431514,0.045963788765096394,0.23030382082832118,0.13754981956260234,0.03313188113837399,True
coarse_broad,46,11.911111111111111,18.0,2.2,0.18470149253731344,0.12222222222222223,HongHu,CNN-1D,cnn1d,plus,0.6044170813817995,0.5244356608494505,0.07998142053234902,0.002788546853820449,0.057238481112647566,0.1659511973603482,0.07817697841031511,0.03889524968960903,True
coarse_broad,46,11.911111111111111,18.0,-2.2,0.18470149253731344,0.12222222222222223,HongHu,SSCNN-3x3,sscnn3x3,minus,0.7173029122466905,0.4872087229785224,0.23009418926816796,0.017880466835949436,0.16337042492745324,0.3134828040986101,0.23579568786021055,0.028821673744063924,False
coarse_broad,46,11.911111111111111,18.0,2.2,0.18470149253731344,0.12222222222222223,HongHu,SSCNN-3x3,sscnn3x3,plus,0.7173029122466905,0.5467842616665164,0.1705186505801741,0.008905525907493644,0.10104206928864616,0.19540573051783358,0.1266665700469089,0.02342256167963787,False
coarse_broad,46,11.911111111111111,18.0,-2.2,0.18470149253731344,0.12222222222222223,HongHu,SSResNet-3x3,ssresnet3x3,minus,0.7165725618937597,0.4675906653915426,0.2489818965022171,0.04291392781900924,0.18134644366054098,0.36706908795779647,0.27984077063918805,0.0317579481828239,False
coarse_broad,46,11.911111111111111,18.0,2.2,0.18470149253731344,0.12222222222222223,HongHu,SSResNet-3x3,ssresnet3x3,plus,0.7165725618937597,0.5430857676728283,0.1734867942209314,0.026981243001495223,0.08488471448211851,0.20446673140190436,0.128367077783736,0.03096856476180814,False
coarse_broad,46,11.911111111111111,18.0,-2.2,0.18470149253731344,0.12222222222222223,HongHu,SpectralFormer-3x3,spectralformer3x3,minus,0.6881666816227333,0.5215858240794481,0.16658085754328517,0.019922288869119537,0.11719388338528576,0.26225114373638264,0.18571380261549686,0.02905066256998894,True
coarse_broad,46,11.911111111111111,18.0,2.2,0.18470149253731344,0.12222222222222223,HongHu,SpectralFormer-3x3,spectralformer3x3,plus,0.6881666816227333,0.5504077962776885,0.1377588853450447,0.019063328927833273,0.0709427759401541,0.1781822924969927,0.1086933627057397,0.022923037531944905,True
